('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:19', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:15', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:00', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:46:00', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:58', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:54', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:51', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:49', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:49', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:49', '💥 $PUPS WILL GO KABOOOM NEXT WEEK💥\n\n$AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE… https://t.co/0dSbqFJJms')
('2017-04-30 05:45:47', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:46', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:34', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:33', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:29', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:29', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:23', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:23', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:22', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:21', '💥 $PUPS WILL GO KABOOOM NEXT WEEK💥\n\n$AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE… https://t.co/MmpUe0MEkT')
('2017-04-30 05:45:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:21', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:16', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:15', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:45:12', '💥 $PUPS WILL GO KABOOOM NEXT WEEK💥\n\n$AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE… https://t.co/8hOjtqtSeK')
('2017-04-30 05:43:07', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:07', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:06', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:06', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:05', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:04', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:03', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:03', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:03', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:03', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:43:02', 'RT @InvestorHangout: Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS \n\nhtt…')
('2017-04-30 05:40:29', 'Hot Stocks $AAPL $AMZN $TWTR $FB $NFLX $DIS $SIRI $FNMA $INTC $JPM $CHK $CMCSA $GOOG $PFE $XOM $TSLA $CDII $PUPS… https://t.co/aGnngmQe8b')
('2017-04-30 05:29:40', 'RT @PortfolioBuzz: Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/1…')
('2017-04-30 05:27:19', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/178KCq85Ja')
('2017-04-30 04:40:27', "Is $IBM's Tax Dodging Sustainable or An Outrage? $vrx $agn $msft $crm $yhoo $baba $brk $iep $ko $pep $gm $jpm $bac… https://t.co/8EEm78Faai")
('2017-04-30 04:27:59', 'Sciencast Management LP Sells 6,476 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/AgyaScUfDT')
('2017-04-30 04:11:29', "$IBM' s 42.8% Gross Profit from 46.5% is Quite Alarming!  $brk $iep $crm $msft $ko $pep $ge $jpm $wfc $bac $hlf… https://t.co/8HVf9rDOig")
('2017-04-30 03:46:03', 'RT @stock_forums: $GRVY Share your thoughts here Subscribe to this YouTube Channel for more info on: $JPM $MSFT $MDXG\n\nGo Here:  https://t.…')
('2017-04-30 03:45:39', '$GRVY Share your thoughts here Subscribe to this YouTube Channel for more info on: $JPM $MSFT $MDXG\n\nGo Here:  https://t.co/t6KaKOIJRz')
('2017-04-30 03:37:00', 'JPMorgan Chase &amp; Co. $JPM Stake Reduced by Glg LLC https://t.co/mlnzoUUAhg')
('2017-04-30 03:36:59', 'JPMorgan Chase &amp; Co. $JPM Stake Reduced by Glg LLC https://t.co/7GE0LVu0jb')
('2017-04-30 02:03:03', '#JPMorgan Cuts Credit Traders Amid Emerging #Market Swings - $JPM $GS $BAC https://t.co/jBL8EVYff2 https://t.co/CsUPXZOw0A #BFN #BFN #BFN…')
('2017-04-30 01:09:14', 'RT @SharePlanner: Swing Trading Stock Returns in February - SharePlanner $FB $TSLA $JPM $AAPL $GOOGL https://t.co/fJLpr8AaXK')
('2017-04-29 23:43:33', 'RT @WallStJesus: 🔻 TOP DROPS IN NYSE SHORTS: $MDR $DB $PFE $WFT $JPM $PBR $FIT $NKE $ORCL $DOW $AEO $YUM $TGT $PG $YUMC $CCJ $S $RH $AUY $M…')
('2017-04-29 23:43:32', 'RT @jpmorgan: $JPM rang the @NYSE closing bell in celebration of the 90th anniversary of the Depositary Receipt. https://t.co/pUARZHjUOe ht…')
('2017-04-29 23:02:27', 'RT @TheTradingNinja: Weekly Stats: $BAC $DB $JPM $ABT $MDT $AMD $FCX $SCHW $QCOM $BAX $QCOM $ATVI $CVS Goal: Take what the market gives and…')
('2017-04-29 23:01:05', 'Bank Stock Roundup: Q1 Earnings In Last Phase, SunTrust &amp; Fifth Third Beat Estimates $BAC $C $COF $JPM $PNC $STI $PNChttps://goo.gl/Oez2Ia')
('2017-04-29 22:47:38', 'RT @TheTradingNinja: Weekly Stats: $BAC $DB $JPM $ABT $MDT $AMD $FCX $SCHW $QCOM $BAX $QCOM $ATVI $CVS Goal: Take what the market gives and…')
('2017-04-29 22:12:04', '$BOCH This is a must join site! Subscribe to this YouTube Channel for more info on: $JPM $EEP $TPX\n\nGo Here:  https://t.co/zdxxyLRTl4')
('2017-04-29 22:06:34', '$BBRY Share your opinions here Subscribe to this YouTube Channel for more info on: $JPM $PRPH $LOB\n\nGo Here:  https://t.co/7qm6Rfe7tj')
('2017-04-29 22:01:57', 'RT @Benzinga: Heres How Banks Can Simultaneously Love And Hate Subprime Car Loans $ALLY $JPM $SC https://t.co/oe7Sfj3P69')
('2017-04-29 21:59:09', 'RT @drastichs: #Prognosis of #stocks to #grow #significantly #bullish\n$CSCO $CY $EBAY $ECA $FB $FCX $GM $HBAN $HST $INTC $ITUB $JPM\nhttps:/…')
('2017-04-29 21:57:30', 'Benzinga: Heres How Banks Can Simultaneously Love And Hate Subprime Car Loans $ALLY $JPM $SC https://t.co/L6Tx8WFVd1')
('2017-04-29 21:54:09', 'Heres How Banks Can Simultaneously Love And Hate Subprime Car Loans $ALLY $JPM $SC https://t.co/oe7Sfj3P69')
('2017-04-29 21:35:23', 'RT @TheTradingNinja: Weekly Stats: $BAC $DB $JPM $ABT $MDT $AMD $FCX $SCHW $QCOM $BAX $QCOM $ATVI $CVS Goal: Take what the market gives and…')
('2017-04-29 21:33:56', 'Dave Landry on Swing Trading: https://t.co/SpqvWWKGCo $AMZN $SPY $PCLN $GOOGL $NFLX $C $WFM $JPM')
('2017-04-29 21:21:29', '#Prognosis of #stocks to #grow #significantly #bullish\n$CSCO $CY $EBAY $ECA $FB $FCX $GM $HBAN $HST $INTC $ITUB $JPM\nhttps://t.co/3Y5X9BJAL7')
('2017-04-29 20:45:39', '$BAC return on equity has improved to 6%, but is still below $JPM and $WFC with 9-10% ROE #stocks #banking… https://t.co/AWqnVUx0vq')
('2017-04-29 20:28:05', '$DJIA MNTHLY Best performing $CAT $MCD $UNH $HD $UTX $BA $WMT $MSFT $V Worst $IBM $VZ $PG $GE $GS $MRK $JPM $JNJ… https://t.co/LAbSp0vOeL')
('2017-04-29 19:18:53', "RT @DavidGZeiler: #JPMorgan joins exodus from #R3 #blockchain project. #BigBanks don't trust each other. https://t.co/Z7GeaUiyM5 via @Reute…")
('2017-04-29 19:11:06', "#JPMorganChase 5 Things You Need To Know From Jamie Dimon's Letter On Morality And Society. Read more: https://t.co/qLIxagkAWi $JPM")
('2017-04-29 19:10:28', '#JPMorganChase JPmorgan Claverhouse Investment Trst PLC (JCH) Announces Dividend of GBX 5.50. Read more: https://t.co/Yfea0KgnU2 $JPM')
('2017-04-29 18:58:33', "RT @jpmorgan: Explore how $JPM's Depositary Receipts team has helped foreign companies grow over the last 90 years: https://t.co/pUARZHjUOe…")
('2017-04-29 18:58:31', 'RT @jpmorgan: $JPM rang the @NYSE closing bell in celebration of the 90th anniversary of the Depositary Receipt. https://t.co/pUARZHjUOe ht…')
('2017-04-29 18:49:40', 'RT @jpmorgan: $JPM rang the @NYSE closing bell in celebration of the 90th anniversary of the Depositary Receipt. https://t.co/pUARZHjUOe ht…')
('2017-04-29 18:40:19', 'RT @TheTradingNinja: Weekly Stats: $BAC $DB $JPM $ABT $MDT $AMD $FCX $SCHW $QCOM $BAX $QCOM $ATVI $CVS Goal: Take what the market gives and…')
('2017-04-29 17:40:51', 'Weekly Stats: $BAC $DB $JPM $ABT $MDT $AMD $FCX $SCHW $QCOM $BAX $QCOM $ATVI $CVS Goal: Take what the market gives… https://t.co/zt94Z9gMVK')
('2017-04-29 17:00:21', 'RT @WallStJesus: 🔻 TOP DROPS IN NYSE SHORTS: $MDR $DB $PFE $WFT $JPM $PBR $FIT $NKE $ORCL $DOW $AEO $YUM $TGT $PG $YUMC $CCJ $S $RH $AUY $M…')
('2017-04-29 16:51:12', '3 Stocks You Can Keep Forever @themotleyfool #stocks $JPM, $DIS, $SBUX https://t.co/R1HRlqxvZ8')
('2017-04-29 16:36:26', 'RT @WallStJesus: 🔻 TOP DROPS IN NYSE SHORTS: $MDR $DB $PFE $WFT $JPM $PBR $FIT $NKE $ORCL $DOW $AEO $YUM $TGT $PG $YUMC $CCJ $S $RH $AUY $M…')
('2017-04-29 16:32:35', '🔻 TOP DROPS IN NYSE SHORTS: $MDR $DB $PFE $WFT $JPM $PBR $FIT $NKE $ORCL $DOW $AEO $YUM $TGT $PG $YUMC $CCJ $S $RH… https://t.co/rayRkoqHPt')
('2017-04-29 15:10:08', 'RT @jpmorgan: Mapping developing areas can have a lasting impact. See how $JPM employees participate in the Missing Maps program. https://t…')
('2017-04-29 14:10:17', 'JPMorgan Chase &amp; Co. $JPM Receives Consensus Rating of “Buy” from Brokerages https://t.co/kvpsORV2Zp')
('2017-04-29 13:54:58', '5 Best Investment Ideas For 2017 @themotleyfool #stocks $BAC, $JPM, $O, $XLF, $SDY https://t.co/TwQDeRuHFu')
('2017-04-29 13:44:19', '$JPM Positive commentary on Mad Money show https://t.co/IG5abcGWYP')
('2017-04-29 13:41:20', '$JPM Trump tax plan cited as a new catalyst for the shares https://t.co/whC2bwvpVP')
('2017-04-29 13:32:02', 'IFM Investors Pty Ltd Invests $3.999 Million in JPMorgan Chase &amp; Co. $JPM https://t.co/0nFrq0DnLz')
('2017-04-29 13:31:49', 'Heritage Way Advisors LLC Invests $1.745 Million in JPMorgan Chase &amp; Co. $JPM https://t.co/IdlhSsKggL')
('2017-04-29 13:24:13', '$JPM 3 Stocks You Can Keep Forever https://t.co/q5Muz5vAOy')
('2017-04-29 13:21:12', '3 of 5 $INTC $JNJ $JPM $KO $MCD $MMM dark red arrows strong sell signals …')
('2017-04-29 13:21:02', 'Commented on StockTwits: 3 of 5 $INTC $JNJ $JPM $KO $MCD $MMM dark red arrows strong sell signals … https://t.co/fKiKtPnS01')
('2017-04-29 12:32:18', '$C and $BAC expectations are low, they are selling for a big P/B discount to $WFC $JPM $USB #stocks #banking… https://t.co/OQiXMknmoM')
('2017-04-29 12:27:45', 'RT @jpmorgan: $JPM rang the @NYSE closing bell in celebration of the 90th anniversary of the Depositary Receipt. https://t.co/pUARZHjUOe ht…')
('2017-04-29 11:54:05', 'Forbes J M &amp; Co. LLP Acquires New Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/poUoV6T2zI')
('2017-04-29 11:52:42', '#JPMorganChase organ Chinese IT : Directorate Change. Read more: https://t.co/jN6w7sNpVI $JPM')
('2017-04-29 11:51:28', '#JPMorganChase MOVES-JP Morgan hires Mallgrave as part of cash equities push. Read more: https://t.co/N5cbxu4ZrM $JPM')
('2017-04-29 11:50:51', '#JPMorganChase organ just announced a big shakeup in its trading business. Read more: https://t.co/xDCvba1spw $JPM')
('2017-04-29 11:50:14', '#JPMorganChase Exclusive: #organChase to grant $400K to Morehouse to grow minority, women-ow... Read more: https://t.co/QorowppdmJ $JPM')
('2017-04-29 11:45:45', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/r0QiM5vMev')
('2017-04-29 11:30:34', "RT @jpmorgan: Explore how $JPM's Depositary Receipts team has helped foreign companies grow over the last 90 years: https://t.co/pUARZHjUOe…")
('2017-04-29 11:19:45', 'RT @jpmorgan: $JPM rang the @NYSE closing bell in celebration of the 90th anniversary of the Depositary Receipt. https://t.co/pUARZHjUOe ht…')
('2017-04-29 09:51:49', 'Heritage Way Advisors LLC Invests $1.745 Million in JPMorgan Chase &amp; Co. $JPM https://t.co/0gYtZs6qtL')
('2017-04-29 09:51:49', 'Wall Street Access Asset Management LLC Buys 300 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/X6Qgs85LYx')
('2017-04-29 09:51:45', 'Forbes J M &amp; Co. LLP Acquires New Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/l4epipMDXg')
('2017-04-29 09:51:45', 'Forbes J M &amp; Co. LLP Acquires New Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/C7zMAFq5I9')
('2017-04-29 09:51:45', 'IFM Investors Pty Ltd Invests $3.999 Million in JPMorgan Chase &amp; Co. $JPM https://t.co/XOMzxC9aWP')
('2017-04-29 09:51:44', 'IFM Investors Pty Ltd Invests $3.999 Million in JPMorgan Chase &amp; Co. $JPM https://t.co/FiG2bTmZ0z')
('2017-04-29 08:00:44', 'RT @jpmorgan: $JPM rang the @NYSE closing bell in celebration of the 90th anniversary of the Depositary Receipt. https://t.co/pUARZHjUOe ht…')
('2017-04-29 07:44:53', 'Perritt Capital Management Inc. Has $635,000 Position in JPMorgan Chase &amp; Co. $JPM https://t.co/i9tDQCv7ly')
('2017-04-29 06:54:20', 'Wallace Capital Management Inc. Purchases Shares of 2,468 JPMorgan Chase &amp; Co. $JPM https://t.co/jyeLEJtQli')
